Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,IPCA,IPCA_pred,Erro
2013,2,0.0013748944724693859,0.0013838086803872373,0.001519022355093039,-0.0011972868804149106,0.4661463334357345,0.48413321445199303,0.015531993166530136
2013,3,0.0013678103272025735,0.0013875947207387406,0.001502525629819209,-0.0011458838922443258,0.44736440316668913,0.46251648561769715,0.01919762800773398
2013,4,0.0013612675329579382,0.001391229964647292,0.0014859673017796084,-0.0010945822713254547,0.433126385795907,0.45675125038489944,0.01811786107041028
2013,5,0.0013551153713967316,0.001394475247264958,0.0014691013320436176,-0.001043242312478634,0.4234801078431107,0.43948985831827647,0.006301705748356682
2013,6,0.0013490509138554389,0.0013969624100460837,0.0014516213346169096,-0.0009918268979975107,0.4176642097491814,0.42397629520226865,0.007413411236287103
2013,7,0.0013428295526983218,0.0013985390216361211,0.0014334260811990397,-0.0009403970510622419,0.41395123544783935,0.3997972333791136,0.006659948274193776
2013,8,0.0013364983812270365,0.0013995521987291368,0.0014150223888693856,-0.0008896550609117035,0.409609301216369,0.3850699713945117,0.014683251216851559
2013,9,0.0013308902412951006,0.001401123457587141,0.0013979035676540685,-0.0008413590786535434,0.43607941477467477,0.4263951748199697,0.0179970013741609
2013,10,0.0013286682877676624,0.001397085785008318,0.0013865375774395523,-0.0008167277070776226,0.4775067655261134,0.4121090200551998,0.012432357306048716
2013,11,0.0013273276880701654,0.001390583660845544,0.001378306839701446,-0.0008060079777496448,0.5302716997720043,0.47731090470771553,0.007569928472478167
2013,12,0.0013253749463852777,0.0013823997968581323,0.0013702627259566961,-0.0008005228989991478,0.5781063524667958,0.5524580083810184,0.020147816551448268
2014,1,0.0013234533812907358,0.0013754028749241396,0.001364053268125224,-0.0007975467502677189,0.6062554052088425,0.5891685743771263,0.01206633911940115
2014,2,0.001322632719854597,0.0013723721348498897,0.0013620148882453034,-0.0007984613140616734,0.6112811161816278,0.5948092967624155,0.013689469322033522
2014,3,0.0013235370975222104,0.001373175143959316,0.0013662932562485848,-0.0008100881872300692,0.6003737904555306,0.5843339064580627,0.013329410829288423
2014,4,0.001326510892834945,0.001379027833601098,0.0013772541900016239,-0.0008293398743463103,0.5797286636338382,0.5167120516176409,0.03976119725400942
2014,5,0.0013317225737758329,0.001393032626806599,0.0013900639311527907,-0.0008387101623047813,0.556924517127461,0.46079245039748745,0.021864452101140477
2014,6,0.00133745089254457,0.001416258340802271,0.001397247873843017,-0.0008203099751317974,0.5403767321528741,0.4389021350516487,0.033728152199191064
2014,7,0.0013457723179562471,0.001440832144314804,0.001403142996461696,-0.0007944099190835125,0.5370954002827887,0.4372506881706245,0.023634612009766076
2014,9,0.0013538340030973602,0.0014381913361712587,0.0014233444174264844,-0.0008481471721930823,0.5559446408575468,0.47837907575856886,0.02933063840648239
2014,10,0.0013664345098464588,0.0014446552396580445,0.0014473229571174303,-0.0008968020729672547,0.606468338622063,0.5591919530222436,0.01365059109105711
2014,11,0.0013800286827039222,0.0014554694156950843,0.001466353869356884,-0.0009257408249178584,0.6641445775465709,0.6235454498942697,0.01201616250936674
2014,12,0.00138968172118557,0.0014610479488997498,0.0014801601989473242,-0.0009500636522421143,0.7053442412544781,0.6663728501663128,0.017634978937653
2015,1,0.0013961708964929857,0.0014645488433319804,0.0014930536217369569,-0.0009756372961015752,0.7373854074039726,0.7026838020223122,0.012825530167531464
2015,2,0.0014137409366442816,0.0014765731027718352,0.0015261827815682334,-0.001037026713721514,0.765379212861443,0.7508511303729257,0.018734745904670145
