Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,IE-E,IE-E_pred,Erro
2013,2,0.001397788242572047,0.0013789175256112348,0.0015130456423135868,-0.0011904901051900312,104.17102233050095,100.08175630580602,2.0282391439883045
2013,3,0.0013806965502424343,0.0013805262846836165,0.001494046442907771,-0.0011381863878171894,103.82227283994476,100.42937256994338,1.504951564128152
2013,4,0.001365623732228626,0.0013841234875245495,0.0014776668506930977,-0.0010886547006373885,103.4194468891442,101.7791694807495,2.0143591415177955
2013,5,0.0013524502938078349,0.00138934060529439,0.001463502153951131,-0.0010416125958089668,102.9704060167237,102.07706285295755,0.9582360127285019
2013,6,0.001340072088200194,0.0013941728882133093,0.0014497718900201516,-0.0009964735558210763,102.48101671951295,101.75171892243254,1.0049081103745339
2013,7,0.001335567800147861,0.0014033348123183758,0.0014381803539873686,-0.0009467693084629372,101.88002591606956,100.77672435805898,1.8196854007278185
2013,8,0.0013349488911211687,0.0014132277480442567,0.0014234153484904922,-0.0008871793423639911,101.09675199258949,100.16467561478949,1.9131825462450534
2013,9,0.0013334449593731265,0.001416720468218117,0.0014039409272082384,-0.000828582887450326,100.35885777330634,100.18600961764426,0.3657402483087473
2013,10,0.0013312000555066432,0.0014124905250653753,0.0013818431635114342,-0.0007812325107298212,99.91137635219718,99.6698259563195,0.9650574664394054
2013,11,0.0013293042068325252,0.0014008909614064658,0.001362733036898188,-0.000752155403975978,99.4191278690212,99.58382568970114,0.45652076101994765
2013,12,0.0013261840226690038,0.0013847507650568886,0.0013507996555852857,-0.0007506998547050931,98.86521507962524,98.1968930158716,0.7966397136003331
2014,1,0.0013207631300527923,0.0013658462332032455,0.0013469250204342005,-0.0007716484139577225,98.41860948143069,97.36875770975581,0.6892413118504511
2014,2,0.0013155201412370318,0.0013479095709182797,0.001358951087907764,-0.0008029880798497677,97.63877643526502,96.14770431919004,0.8038345020321613
2014,3,0.0013175808071100826,0.001340157152668935,0.001392603948947832,-0.0008463233365560239,96.24821306783095,95.44393259498229,0.3426433375934173
2014,4,0.0013076391237111643,0.0013379389560344095,0.0014213145862023815,-0.000889064214233303,94.60131844520356,94.04564596867054,0.7387715195694324
2014,5,0.0012746957900391933,0.0013484832480448066,0.00210286788744829,-0.0009048450798223872,92.86006377992658,92.60875969694828,2.0998889646054457
2014,6,0.0012499934699209225,0.0014063428787868875,0.0029350257723038215,-0.0011074729101383102,91.00709814872219,91.18898893276935,1.6174277935820653
2014,7,0.0012522278444796996,0.0015122432194044134,0.003497361922219145,-0.0016589720390111716,89.52038904560779,88.756865786417,0.9513681676244655
2014,9,0.004811547420950744,0.0016465193248729817,0.004080045475330136,-0.002062110884787978,88.48254925747288,88.93085151400527,0.20519113007804002
2014,10,0.004843768007245926,0.0048309672376125245,0.004763656083158705,-0.0024830726907477158,87.5535192411685,88.32984063515995,0.5454166247605748
2014,11,0.004854868606217017,0.004892108836694268,0.004769336394846506,-0.0029166997032523483,86.368620267343,87.03726995354594,0.6448102306599032
2014,12,0.005066839285868175,0.004834486684562835,0.003686977058286231,-0.0029762387057295754,84.84655528391693,86.50828756433255,0.6913788910758177
2015,1,0.004891886710459422,0.001575814734383522,0.003192984603520535,-0.0025124598090391984,82.83804686965212,85.44761535659093,1.2196754155128136
2015,2,0.0014907269078219057,0.0015311218207516642,0.0025170416764066124,-0.0021173859101477352,80.72207368549016,80.07353943809562,0.46269925446302174
2015,3,0.0014923238300421624,0.0014961257022272996,0.0015515664303893148,-0.0017326883065733572,78.80487054392424,78.62848797885049,0.3124751467310591
2015,4,0.001446025839977606,0.0014652922134163959,0.0015385397093224992,-0.0012799066980863265,76.9471196766788,76.65695267840863,0.513002205807624
2015,5,0.001413870371959631,0.0014480470964950145,0.0015252972682611074,-0.001101090348295091,75.23734173075978,77.94062606872372,2.355514239987926
2015,6,0.0014065513616120728,0.0014491898812027714,0.0015251825723575356,-0.0010868824147266538,73.82794304563203,75.95947003828965,2.349941449120522
2015,7,0.0014060061829952268,0.001460538726182439,0.0015271910653160054,-0.0010672319035874905,72.55847215938968,75.07473033432363,2.6675519728519403
2015,8,0.0014103045544636471,0.0014728111659850656,0.0015315286317313158,-0.0010572261401723057,71.79422620251341,73.35181908472688,1.26576977284467
2015,9,0.0014156694845392254,0.0014835852891421125,0.0015382575075451334,-0.0010577349382992702,71.4059244212853,72.26495811311388,0.7014588943549273
2015,10,0.001425033111466508,0.0014983649343289535,0.001551108753592449,-0.0010635243164515517,71.40085906818939,72.00725786662731,0.3045377564328483
2015,11,0.00143563995568045,0.0015097003363909339,0.0015656604177957515,-0.001079472321952324,71.64264588601286,72.79499043834409,1.913788559128575
2015,12,0.0014378757766319692,0.0015060081280869964,0.0015685258343860957,-0.0010969255958007264,71.8332386427303,72.93076083813204,1.767303432659817
2016,1,0.001432254898918163,0.0014904485734794238,0.0015593644444560886,-0.0011076481368167256,71.80630699409579,72.62558646942358,0.8385649291503424
2016,2,0.0014221606166926876,0.0014689212218637973,0.001542881728465454,-0.001106494253851482,72.0570990622226,72.47774895048688,0.25016596375460565
2016,3,0.0014079442607373713,0.0014468716927029132,0.0015213476914136346,-0.0010931705672499697,73.03057478896551,73.16118948979025,0.36774549486380254
2016,4,0.0013957985238243176,0.0014270869167654632,0.0014997824522122347,-0.0010753799141768946,74.7277435690945,76.48626712532395,2.0294545169813345
2016,5,0.0013842225786431155,0.0014100664394801161,0.0014764972022095803,-0.0010484547326201344,77.078896851752,79.29949413913924,1.3493598498618737
2016,6,0.0013778859742566063,0.0014047513748724392,0.0014607554448635759,-0.001012750007618817,80.02140651304559,81.91894497766361,2.4412269522364167
2016,7,0.0013796664850084916,0.0014126446142713417,0.0014572636472237536,-0.0009832209397264333,82.93149770776378,83.16247492999214,1.1360510732771552
2016,8,0.0013802684664266105,0.00141988886017484,0.0014542006169444188,-0.000957697909189469,84.97545449692764,84.57196934284607,0.7500381605326847
2016,9,0.0013743421834728326,0.0014215802526035448,0.0014466532916574057,-0.000932037370902359,86.17207749845105,85.22525087086909,0.3975862421750691
2016,10,0.0013614975543983375,0.0014133891777639823,0.0014309777195945983,-0.000907006855570334,86.65313535303697,86.15121191770308,0.5790842035095022
2016,11,0.0013426699571352262,0.001396141830509709,0.001409693897371792,-0.0008865671219859163,86.76406744400549,89.84128916504899,0.8057400576207782
2016,12,0.0013250880633969234,0.0013784649416479047,0.0013906348411525167,-0.0008732184230805506,86.94492777222122,89.57780133704611,0.6338110563962862
