Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,EPU,EPU_pred,Erro
2013,2,0.0013598782798331887,0.0013998303299833698,0.0014838160301648723,-0.001066263336273253,136.9813490254991,138.96846315304916,1.4295266413089145
2013,3,0.0013564820524282711,0.0013985738977531365,0.0014732562422845965,-0.0010420880042822797,137.45441685893488,138.5333485534421,0.8339983768929566
2013,4,0.0013532221022657025,0.0013972716356670082,0.001462962243867349,-0.0010187570696580947,137.93776936138914,138.4990850617825,0.6610427496927958
2013,5,0.0013500819091886624,0.0013959268261024395,0.001452938738731637,-0.0009962881207331814,138.4459301609577,138.94625015413735,0.531303666079746
2013,6,0.0013470280127487744,0.0013945448561051316,0.0014431742970690109,-0.0009746511191017701,138.98868761655552,139.83192073334254,1.5934408016455397
2013,7,0.0013440381878384935,0.0013931677176102022,0.0014336702006966019,-0.0009537738774685055,139.57246755448296,139.96247913431972,0.8400987438419648
2013,8,0.001341117714439766,0.0013918737675706484,0.0014244596799539665,-0.0009335969758440939,140.19978500290856,140.98302129890354,0.8748489464871332
2013,9,0.0013382909080655993,0.0013907354075925235,0.0014155731926514742,-0.0009140642910662123,140.8531907489008,141.51476049865965,0.6450676972439271
2013,10,0.0013355974785315924,0.0013898081896095331,0.001407029173514371,-0.000895118027214178,141.4761537391705,141.84733931481935,0.25902287150690545
2013,11,0.0013331229083336186,0.001389153544628412,0.001398855528115857,-0.000876714355818967,141.97547960096747,142.14656495428622,0.11942827013879102
2013,12,0.0013309818710132216,0.00138876157862119,0.0013910908043486654,-0.0008589989370958274,142.212518664101,142.30891514430363,0.14706133873806795
2014,1,0.0013293608641542188,0.0013884929134741297,0.0013839075087223596,-0.0008426774836306467,141.9930346445974,142.39009625166048,0.24335101245287993
2014,2,0.0013285923382142333,0.001388029717296196,0.0013778974384465814,-0.0008298877055300029,142.4346496095798,143.50354056771155,0.6696400976444536
2014,3,0.001329598349156218,0.0013888983759423141,0.0013768876226501808,-0.000827859135383107,144.00403900978236,145.85297602266053,0.7797516768475762
2014,4,0.001333033392214543,0.001392432531703641,0.0013824507187411275,-0.0008373561960680048,147.02020620840867,149.61204076338987,1.6548862432813298
2014,5,0.0013395718481797835,0.0013988281096016509,0.0013943931070975767,-0.0008563397539687906,151.41841440609858,166.77342518647598,9.079872850522893
2014,6,0.0013476760808118174,0.0014056520063461487,0.0014085104018826036,-0.0008787556054264064,156.64809079670417,171.52977903723104,7.7460904459028965
2014,7,0.0013554443132820578,0.0014113513739821065,0.0014217479310260637,-0.0009012661145490331,162.0064206000038,165.42117455330708,1.9334995113681126
2014,9,0.0013621740079566111,0.0014161589826266667,0.0014337331391103653,-0.0009230055031535784,166.98556133639516,169.0961810777848,1.2036424982510674
2014,10,0.0013682994434539963,0.0014211077096997894,0.0014453808543643777,-0.0009438463063762105,171.56217874775197,173.0137205722854,0.7647850680952805
2014,11,0.001374328549063404,0.001427299382188205,0.0014569425008003414,-0.0009620264621879312,176.08255439255086,176.6564935777091,0.4320460629707556
2014,12,0.0013803518486802942,0.0014347924262950965,0.0014679066386651786,-0.0009765818798821483,181.11228523183385,183.66183101332757,2.337227472659871
2015,1,0.0013865671239815976,0.0014429731969519805,0.0014784782652351094,-0.0009889193962125155,186.9497156257971,189.7419736144761,1.8912750561427611
2015,2,0.0013932577145797345,0.0014511783963566467,0.0014893250607131054,-0.0010015428617772325,193.95879263257996,194.52645085510954,1.4543181845001898
2015,3,0.0014003451155830062,0.0014582755054668678,0.001501125572527142,-0.0010175862256548954,202.1300443411227,197.02584579113184,1.8257981555129281
2015,4,0.0014070129570536293,0.0014633220119667596,0.00151341038444672,-0.0010374961200448284,210.85336386655518,205.19730935101904,4.696580861605016
2015,5,0.00141246668043408,0.0014669222367240115,0.0015242715597256467,-0.001056179035574119,219.68178405605582,224.73520090416878,4.894480760386013
2015,6,0.0014164716303878414,0.0014703827099501006,0.0015324931595085255,-0.0010689429721096506,228.28631744716196,234.0573668922072,2.4922981256012906
2015,7,0.0014187621505733416,0.0014730294815209026,0.0015373355986951721,-0.00107583908120123,236.27626518523533,238.5030399502799,0.9827986142622132
2015,8,0.0014189465198061173,0.0014732240211627113,0.0015382860000059042,-0.0010785475069573012,243.52714501190835,243.8782911442263,0.5776019999670745
2015,9,0.0014176311788711498,0.0014710564498487647,0.0015364968743166944,-0.0010790716317110528,249.98541801859412,248.41681261971567,1.8199171488158317
2015,10,0.0014154105503461278,0.0014675011021857568,0.0015328746950338263,-0.001077488886224184,255.48422838269062,253.78965737039275,0.8674243494166453
2015,11,0.00141274608092686,0.0014636103808247725,0.0015281505446040691,-0.0010735350064527724,260.24820592980717,258.5854391175953,1.3052660087310244
2015,12,0.0014100917186034997,0.0014602280890690124,0.0015230434144316094,-0.0010673288480242368,264.76896602014875,263.7357942037885,0.501466399117358
2016,1,0.0014074426260055515,0.001457336053926164,0.0015175935992772446,-0.0010590435557596787,269.7242534132922,268.09654179722236,1.0969351081442895
2016,2,0.0014045627646462272,0.001454447202071176,0.0015116629331443788,-0.0010493201451005757,275.47158204943804,272.80355934373415,2.103118847137733
2016,3,0.001401159818666325,0.001450827272957612,0.0015049333529080584,-0.0010387590997702012,281.57285135330653,278.41176901784945,1.6629675125691596
2016,4,0.0013966742669698589,0.0014455886308388532,0.0014966893546490157,-0.0010271976063118526,287.44432119456553,284.6049120826503,0.6915804034202253
2016,5,0.001390746169418072,0.0014384513793773658,0.0014866789820680603,-0.0010145485045848673,292.77552464078263,290.23646997235477,1.1324073611786947
2016,6,0.0013835265626954674,0.001429853971713547,0.0014750745227608722,-0.0010003447535606744,297.7734479793317,294.813172474329,1.1192330433837947
2016,7,0.0013756862389131973,0.0014208869688168953,0.0014624990333821323,-0.0009837609416388014,302.89715949651355,299.0969185985644,2.984330834118525
