Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,IE-E,IE-E_pred,Erro
2013,2,0.0013598782798331887,0.0013998303299833698,0.0014838160301648723,-0.001066263336273253,105.36030637558586,102.18894475467006,3.7910866316727736
2013,3,0.0013564820524282711,0.0013985738977531365,0.0014732562422845965,-0.0010420880042822797,104.64714597832037,103.532310712021,0.8500747453363797
2013,4,0.0013532221022657025,0.0013972716356670082,0.001462962243867349,-0.0010187570696580947,103.92325698594972,103.27975328316178,0.6555949884439382
2013,5,0.0013500819091886624,0.0013959268261024395,0.001452938738731637,-0.0009962881207331814,103.18842624121537,102.76657360003932,0.2868958006889347
2013,6,0.0013470280127487744,0.0013945448561051316,0.0014431742970690109,-0.0009746511191017701,102.44269710617485,101.9278402666753,0.5977448014131231
2013,7,0.0013440381878384935,0.0013931677176102022,0.0014336702006966019,-0.0009537738774685055,101.68575192712338,101.06968234868062,0.5425033118922256
2013,8,0.001341117714439766,0.0013918737675706484,0.0014244596799539665,-0.0009335969758440939,100.91677405069991,100.48976708339822,0.27256278853205906
2013,9,0.0013382909080655993,0.0013907354075925235,0.0014155731926514742,-0.0009140642910662123,100.13547377567708,99.49074692792952,1.3253621995405236
2013,10,0.0013355974785315924,0.0013898081896095331,0.001407029173514371,-0.000895118027214178,99.34211983270848,99.0737049889114,0.20901319767730994
2013,11,0.0013331229083336186,0.001389153544628412,0.001398855528115857,-0.000876714355818967,98.53721339612984,98.29639860342975,0.1174140645583913
2013,12,0.0013309818710132216,0.00138876157862119,0.0013910908043486654,-0.0008589989370958274,97.72122705114639,97.19287022687095,0.6192696546197279
2014,1,0.0013293608641542188,0.0013884929134741297,0.0013839075087223596,-0.0008426774836306467,96.8853421151154,96.29893084993874,0.399866357911379
2014,2,0.0013285923382142333,0.001388029717296196,0.0013778974384465814,-0.0008298877055300029,95.8786642091204,95.64708024760037,0.14403379810912761
2014,3,0.001329598349156218,0.0013888983759423141,0.0013768876226501808,-0.000827859135383107,94.82196550561342,95.10748237947845,0.05653210020593984
2014,4,0.001333033392214543,0.001392432531703641,0.0013824507187411275,-0.0008373561960680048,93.70000124669949,94.54008488679956,0.2828660472807549
2014,5,0.0013395718481797835,0.0013988281096016509,0.0013943931070975767,-0.0008563397539687906,92.49475558696578,93.35576299860145,0.5697812518344183
2014,6,0.0013476760808118174,0.0014056520063461487,0.0014085104018826036,-0.0008787556054264064,91.19468205337667,90.19977529581831,0.35390457241948603
2014,7,0.0013554443132820578,0.0014113513739821065,0.0014217479310260637,-0.0009012661145490331,89.8014240067633,88.83848152783968,0.5310248648628124
2014,9,0.0013621740079566111,0.0014161589826266667,0.0014337331391103653,-0.0009230055031535784,88.33084239248272,87.41510200806712,0.4512106486209084
2014,10,0.0013682994434539963,0.0014211077096997894,0.0014453808543643777,-0.0009438463063762105,86.8010604618353,86.10072290115764,0.5514122531480404
2014,11,0.001374328549063404,0.001427299382188205,0.0014569425008003414,-0.0009620264621879312,85.23138060050564,85.01341589833967,0.7478647694495381
2014,12,0.0013803518486802942,0.0014347924262950965,0.0014679066386651786,-0.0009765818798821483,83.6603331013666,83.65630204664998,0.958605338641056
2015,1,0.0013865671239815976,0.0014429731969519805,0.0014784782652351094,-0.0009889193962125155,82.13568589958749,82.03635693026314,1.1530301200526403
2015,2,0.0013932577145797345,0.0014511783963566467,0.0014893250607131054,-0.0010015428617772325,80.697977767574,80.43967217211593,1.0645270633051143
2015,3,0.0014003451155830062,0.0014582755054668678,0.001501125572527142,-0.0010175862256548954,79.36490836516357,78.87507965274925,0.20990776551767404
2015,4,0.0014070129570536293,0.0014633220119667596,0.00151341038444672,-0.0010374961200448284,78.12887391972335,77.7284103895952,0.28037102201558006
2015,5,0.00141246668043408,0.0014669222367240115,0.0015242715597256467,-0.001056179035574119,76.97372177001289,76.19164397459048,0.3050955687406419
2015,6,0.0014164716303878414,0.0014703827099501006,0.0015324931595085255,-0.0010689429721096506,75.90723300079216,75.42681786247928,0.14063999075282116
2015,7,0.0014187621505733416,0.0014730294815209026,0.0015373355986951721,-0.00107583908120123,74.98086665646424,74.82424868416862,0.05276124655866801
2015,8,0.0014189465198061173,0.0014732240211627113,0.0015382860000059042,-0.0010785475069573012,74.26222453788314,74.42027068046808,0.09067480790839931
2015,9,0.0014176311788711498,0.0014710564498487647,0.0015364968743166944,-0.0010790716317110528,73.8013019814629,74.04955490555278,0.14354350393929968
2015,10,0.0014154105503461278,0.0014675011021857568,0.0015328746950338263,-0.001077488886224184,73.62045669618658,73.82917331451848,0.16834987614524932
2015,11,0.00141274608092686,0.0014636103808247725,0.0015281505446040691,-0.0010735350064527724,73.72222997381924,73.95487860124406,0.2487036713844767
2015,12,0.0014100917186034997,0.0014602280890690124,0.0015230434144316094,-0.0010673288480242368,74.09946172407506,74.37045972469889,0.19981640911435872
2016,1,0.0014074426260055515,0.001457336053926164,0.0015175935992772446,-0.0010590435557596787,74.71473507254804,75.01411324516557,0.2382751755701349
2016,2,0.0014045627646462272,0.001454447202071176,0.0015116629331443788,-0.0010493201451005757,75.5006545667242,75.67825950372867,0.07212558116251845
2016,3,0.001401159818666325,0.001450827272957612,0.0015049333529080584,-0.0010387590997702012,76.3997267505757,76.53126479409595,0.11190929359735527
2016,4,0.0013966742669698589,0.0014455886308388532,0.0014966893546490157,-0.0010271976063118526,77.39548169683867,77.59623536054777,0.2789385925219064
2016,5,0.001390746169418072,0.0014384513793773658,0.0014866789820680603,-0.0010145485045848673,78.48225824066354,79.12823320965113,1.0625623250514356
2016,6,0.0013835265626954674,0.001429853971713547,0.0014750745227608722,-0.0010003447535606744,79.644567721716,80.55061052602639,0.8646521003343177
2016,7,0.0013756862389131973,0.0014208869688168953,0.0014624990333821323,-0.0009837609416388014,80.86316292828808,82.10623264815897,0.43538255938458126
2016,8,0.001367991715893162,0.0014129964863959393,0.0014498006522335666,-0.0009644188254889955,82.1148043488058,83.44664332620417,0.6086241532414663
2016,9,0.0013610328999486157,0.0014073068212149072,0.0014378198337007828,-0.000942958290373992,83.3746525221821,84.58484766770162,0.3916509145774925
2016,10,0.0013553999485250295,0.0014044199716088275,0.0014275151614260005,-0.0009211417439038569,84.61663928215832,85.80784947971843,0.8354500581554093
2016,11,0.0013513660483044025,0.0014040108688892778,0.0014197033104973774,-0.0009013118968097561,85.8005161021987,86.95284829638811,0.6882838732575292
2016,12,0.0013486142776432675,0.0014050761913718787,0.0014143321351066053,-0.0008849472234951245,86.89169834826302,87.56673993299556,0.4811114170160006
2017,1,0.001346771812341378,0.0014068446651535264,0.0014108529130322325,-0.0008722691418577195,87.87373131297366,88.38539077007866,0.26744247684086014
2017,2,0.0013450880899834735,0.0014085869080875631,0.0014078924089720266,-0.000861644112043988,88.75417906872154,89.14826499629187,0.4399125780692821
2017,3,0.00134314399060659,0.001410041505141931,0.0014042527883863212,-0.0008508787685823413,89.55043116866567,90.02684008433549,0.5869921640407039
2017,4,0.0013411869289605008,0.0014114233536997253,0.0013996241832397297,-0.0008386359102674342,90.28745179164352,90.64248191492071,0.5739063292574974
2017,5,0.0013396228759950792,0.0014127793429307485,0.001394269117551579,-0.0008249098590172512,90.99637013616456,91.07660056084785,0.08266693844439812
2017,6,0.001338740759782846,0.0014142062840051812,0.0013887618170346212,-0.0008109091011731229,91.69915603320808,91.93238284216791,0.09653042027920267
2017,7,0.0013387125616546732,0.0014157036518507545,0.0013835760236203356,-0.0007983270090443377,92.39379881553133,92.55011886606208,0.11151152938831513
2017,8,0.001339479732658635,0.0014170395805500106,0.0013790947552392012,-0.0007886080954191867,93.05512820724361,93.24520049427757,0.06333530117564135
2017,9,0.0013410958939408376,0.0014180741356576744,0.0013757314429374927,-0.0007824098191036691,93.65144116232842,93.65175256640507,0.07572470311585419
2017,10,0.0013433487649724698,0.0014182919582717433,0.0013733077756646866,-0.0007795278216893912,94.15691676219657,94.0808610924904,0.2384094057606345
2017,11,0.0013456196742288764,0.0014168220935231394,0.0013712848809127834,-0.0007798227187862572,94.55894000932335,94.43183944802446,0.35575538021590597
2017,12,0.0013477274864021494,0.0014137550458612894,0.0013694888287680165,-0.0007829136161057677,94.87087969771942,94.74304709312148,0.3753331118622595
2018,1,0.0013496863651607646,0.0014097963552229884,0.001367483761011004,-0.0007867504110780273,95.13604050295274,94.88510545668848,0.6837495934562575
2018,2,0.0013515765546016102,0.0014057349993711074,0.0013648761670663572,-0.0007890889870808967,95.40060413213216,95.27064551618334,0.2619230503646995
2018,3,0.0013535083733678139,0.0014022620873181057,0.0013616481696656932,-0.0007882959211220303,95.69442612651778,95.67534988755376,0.04821324600800943
2018,4,0.0013556194194105163,0.0013998735905672627,0.001358080344159637,-0.0007835824909631597,96.01608823439864,95.97570109540865,0.02233090821374279
2018,5,0.0013582485016245171,0.0013990831035718572,0.0013550780581959986,-0.000775710586270813,96.33727208788352,96.2839426891882,0.042584358872474186
2018,6,0.0013614998746800692,0.0014002222343907989,0.0013533131908497328,-0.0007662353695558477,96.62186828082946,96.56143912812807,0.08035518148918767
2018,7,0.0013654091093777021,0.001403405170199933,0.0013531259245290867,-0.0007565293917147594,96.84049692664789,96.74148314378336,0.0963590662699672
2018,8,0.0013699705272753509,0.001408676695788814,0.001354552088441746,-0.0007467294548069152,96.98212220991397,96.8796960008199,0.0657094810380216
2018,9,0.0013748883674021596,0.0014158386256573618,0.0013571756046129157,-0.0007361608690362114,97.05721407449553,96.78397902443447,1.4705405960507933
2018,10,0.0013800547750964047,0.0014248269549938773,0.00136053508943439,-0.0007238149977794673,97.08818609144767,97.03101444960986,0.1486479930115878
2018,11,0.0013856378939441061,0.001435652488595262,0.0013644579793077485,-0.0007097423431366538,97.1045528476059,97.12649133004497,0.09540605749788153
2018,12,0.0013917139540926846,0.0014480114383699793,0.0013686259717470809,-0.0006946281349325383,97.13820593606953,97.18881838837613,0.05561586236015665
2019,1,0.00139806589669935,0.0014611056591448469,0.0013726436473528692,-0.0006788312133966766,97.21418547746825,97.32443015393815,0.0812010570967619
2019,2,0.0014040331724438702,0.0014735950255657848,0.0013760133307056835,-0.0006627686380852964,97.34758460593874,97.45693023362242,0.04160986565293824
2019,3,0.00140906180119677,0.0014843774744964012,0.0013783184864518156,-0.0006473779991867456,97.53219544908028,97.62588206766833,0.0664855285986855
2019,4,0.001412836227328302,0.0014927534486158058,0.0013794607482594877,-0.0006343745495211717,97.73799741298257,97.83048432862661,0.023881285387244534
2019,5,0.0014153632841902976,0.0014986422917301146,0.0013796223752646558,-0.0006257433466661192,97.92205866282691,97.9525937965353,0.013886605625312519
