Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,ISA-E,ISA-E_pred,Erro
2013,2,0.001397788242572047,0.0013789175256112348,0.0015130456423135868,-0.0011904901051900312,102.50510177676058,97.14738558475857,2.995387329572783
2013,3,0.0013806965502424343,0.0013805262846836165,0.001494046442907771,-0.0011381863878171894,102.39534565627166,100.70847557953918,1.171163377303241
2013,4,0.001365623732228626,0.0013841234875245495,0.0014776668506930977,-0.0010886547006373885,102.26798988777587,100.51673838236549,1.880191776831943
2013,5,0.0013524502938078349,0.00138934060529439,0.001463502153951131,-0.0010416125958089668,102.12355117818512,101.08538410459869,1.667910738845452
2013,6,0.001340072088200194,0.0013941728882133093,0.0014497718900201516,-0.0009964735558210763,102.01264321707654,100.99382322773593,2.362909555616137
2013,7,0.001335567800147861,0.0014033348123183758,0.0014381803539873686,-0.0009467693084629372,101.85001822614636,101.00893849952755,2.294453800650588
2013,8,0.0013349488911211687,0.0014132277480442567,0.0014234153484904922,-0.0008871793423639911,101.4844135330394,100.74156323447276,2.4127660571582994
2013,9,0.0013334449593731265,0.001416720468218117,0.0014039409272082384,-0.000828582887450326,101.0426856713776,99.94510072286378,1.9182820085317212
2013,10,0.0013312000555066432,0.0014124905250653753,0.0013818431635114342,-0.0007812325107298212,100.55764921620944,99.72875317953199,2.316192281056501
2013,11,0.0013293042068325252,0.0014008909614064658,0.001362733036898188,-0.000752155403975978,99.82590804370825,99.68797782654417,0.4769254176191114
2013,12,0.0013261840226690038,0.0013847507650568886,0.0013507996555852857,-0.0007506998547050931,99.02706795121287,97.90956854222583,1.6817673068350105
2014,1,0.0013207631300527923,0.0013658462332032455,0.0013469250204342005,-0.0007716484139577225,98.30328358681456,96.45236642000516,1.8009919448245388
2014,2,0.0013155201412370318,0.0013479095709182797,0.001358951087907764,-0.0008029880798497677,97.52372006736618,93.47747826356512,2.156931272125193
2014,3,0.0013175808071100826,0.001340157152668935,0.001392603948947832,-0.0008463233365560239,96.54067774921512,93.61544075507352,1.9362343146136918
2014,4,0.0013076391237111643,0.0013379389560344095,0.0014213145862023815,-0.000889064214233303,95.3908140876305,94.064299642303,0.6507363793039513
2014,5,0.0012746957900391933,0.0013484832480448066,0.00210286788744829,-0.0009048450798223872,93.87677825747137,93.53763428404113,1.124937491549038
2014,6,0.0012499934699209225,0.0014063428787868875,0.0029350257723038215,-0.0011074729101383102,92.1159165604617,91.18652160170053,1.1961112398909577
2014,7,0.0012522278444796996,0.0015122432194044134,0.003497361922219145,-0.0016589720390111716,90.41939574047372,87.70614246569812,1.9630362941699036
2014,9,0.004811547420950744,0.0016465193248729817,0.004080045475330136,-0.002062110884787978,88.96251009301092,89.41140078576376,0.9015164798792965
2014,10,0.004843768007245926,0.0048309672376125245,0.004763656083158705,-0.0024830726907477158,87.72919426597616,88.36806736218296,0.662482330945105
2014,11,0.004854868606217017,0.004892108836694268,0.004769336394846506,-0.0029166997032523483,86.66789710745553,87.25338041116694,0.7191794311583134
2014,12,0.005066839285868175,0.004834486684562835,0.003686977058286231,-0.0029762387057295754,85.40540241710937,87.05539377641044,0.6945716784500511
2015,1,0.004891886710459422,0.001575814734383522,0.003192984603520535,-0.0025124598090391984,83.61131615749763,83.71399884016823,0.5232419364313667
2015,2,0.0014907269078219057,0.0015311218207516642,0.0025170416764066124,-0.0021173859101477352,81.44669265607774,80.56356223171447,0.37001440425445686
2015,3,0.0014923238300421624,0.0014961257022272996,0.0015515664303893148,-0.0017326883065733572,79.18424430194491,79.05390885935176,0.21177959363029097
2015,4,0.001446025839977606,0.0014652922134163959,0.0015385397093224992,-0.0012799066980863265,76.9404257359341,75.94311845142984,0.7634568215283614
2015,5,0.001413870371959631,0.0014480470964950145,0.0015252972682611074,-0.001101090348295091,74.95423363636571,75.53426537793564,1.0838686133804443
2015,6,0.0014065513616120728,0.0014491898812027714,0.0015251825723575356,-0.0010868824147266538,73.34092425849948,74.60430003930848,1.2593530145533482
2015,7,0.0014060061829952268,0.001460538726182439,0.0015271910653160054,-0.0010672319035874905,71.85454454639955,73.58303723284254,1.6356929018567885
2015,8,0.0014103045544636471,0.0014728111659850656,0.0015315286317313158,-0.0010572261401723057,70.44621749125709,72.29922216821825,1.3071470211300875
2015,9,0.0014156694845392254,0.0014835852891421125,0.0015382575075451334,-0.0010577349382992702,69.27428481690885,70.68485312225732,1.2387000737808487
2015,10,0.001425033111466508,0.0014983649343289535,0.001551108753592449,-0.0010635243164515517,68.43378898713384,69.85120434050371,0.894214774512318
