Ano,Mes,Len_Texto_Le_palavras_sp_padrao_n,pt_sensi_P_n,pt_sensi_N_n,pt_SENSI_n,ISA-E,ISA-E_pred,Erro
2013,2,0.0014395599458297496,0.0014256057302627855,0.0015715388091238633,-0.0012474136363448125,102.60000000000002,99.41221876655516,2.636153724994086
2013,3,0.0014071022499326767,0.0014126834750610633,0.001529173499713067,-0.001164993277409572,102.19999999999999,97.6413952271149,3.2030833722757395
2013,4,0.00137110760377567,0.001387948048649007,0.0014843899800769723,-0.001098392149802601,102.29200563562549,95.17038881840332,4.215173295457046
2013,5,0.001331716625987964,0.0013570938676761726,0.0014292485887201082,-0.0010164372514657259,102.50077263360794,100.43418629651629,3.014523307566734
2013,6,0.001313715031254883,0.0013677670820910703,0.0014177654904688345,-0.0009620840608708059,102.15923594814939,99.76084037831792,1.5602462966841089
2013,7,0.0013315046479623208,0.0014216525339722428,0.001445171907058415,-0.0009326011393194367,101.70113307598629,101.21308946549244,0.8186291149505982
2013,8,0.0013377018134909714,0.0014332933326757428,0.0014558353388903168,-0.000956106172819459,101.48928343921776,99.65917892498189,2.0186537502190833
2013,9,0.0013530226276380003,0.0014365273175666856,0.001438128329440761,-0.0008872464051983609,101.41575474450718,94.60855247346554,1.789811685303635
2013,10,0.0013524017366881547,0.0014256831796635883,0.0013933202577286392,-0.0007454541819163989,100.65804043055843,95.43436096394227,1.3671300165119376
2013,11,0.0013336334573262338,0.0014254624582522996,0.0013281164518452225,-0.0006420453221752699,99.9344340447842,96.23672728587292,0.6630874159767481
2013,12,0.001306643580241929,0.0013870838916958937,0.0012816525479395465,-0.0006323753359281781,98.96106696623599,95.89128243382568,1.458067207691585
2014,1,0.0013114621579856467,0.0013676079809718435,0.001308869878206041,-0.0007144011579448325,98.13704885652405,94.45241001806578,0.7129101533246639
2014,2,0.0013308062563351275,0.0013510227043797174,0.0013709494926583215,-0.000880780198512027,97.43892106989657,94.15536438162738,1.6089283984096288
2014,3,0.0013152576377459364,0.001312209976879672,0.001386506706662822,-0.0009735369311120655,97.11873525691766,95.20742817864917,0.7897380613587693
2014,4,0.0013000005099913982,0.0013279449351804573,0.0013663838052338931,-0.0009145051456202919,95.83287145528733,90.49568556208793,1.7740211484994965
2014,5,0.0013320793092595892,0.0013982716574993427,0.0013906579176795704,-0.0008542311575036956,94.1841244357945,92.03319483578416,1.069172550415327
2014,6,0.001422887945503872,0.0014986731758085702,0.00152850820804996,-0.0009973950752918596,92.00265010629472,87.32698583018069,3.335129387151718
2014,7,0.0013236851879057704,0.0014228487432892205,0.0013423056363430184,-0.0006735950674768672,90.06784614998804,92.57385614439862,1.0926893718133384
2014,9,0.004811547420950744,0.004887507612826285,0.004730225048612941,-0.003160800605890615,88.32645428069695,87.25285705590876,0.24763540832779093
2014,10,0.0048437680072459105,0.004830967237612511,0.0047636560831586915,-0.003323132770407272,87.54365642829018,86.65557382967489,0.19890693598379816
2014,11,0.004907042207586936,0.0048581983164571905,0.0047516232167209215,-0.0032528486134583393,86.91493369417054,86.60844282601836,0.21078697386696857
2014,12,0.005066839285868192,0.004834486684562847,0.004711360819167843,-0.0031997294911562998,86.01024711921754,86.51386315532586,0.16189479130231377
