Ano,Mes,IPCA_s_0.0,IPCA_pred_s_0.0,Erro_s__s_0.0,IPCA_s_0.05,IPCA_pred_s_0.05,Erro_s__s_0.05,IPCA_s_0.1,IPCA_pred_s_0.1,Erro_s__s_0.1,IPCA_s_0.15,IPCA_pred_s_0.15,Erro_s__s_0.15,IPCA_s_0.2,IPCA_pred_s_0.2,Erro_s__s_0.2,IPCA_s_0.25,IPCA_pred_s_0.25,Erro_s__s_0.25
2019.0,12,1.15,0.22292128922407262,0.053420396659058594,0.19885830528529982,0.32522873193710555,0.037111325349131495,0.37445371612705103,0.2799312054145846,0.041877257164823635,0.39294161036993375,0.2689114471128692,0.011396703945534247,0.3639637905867426,0.21847110858854657,0.020031433043920643,0.3591487723184722,0.21881051236322638,0.009106871239736952
2020.0,1,0.21,0.19219617765378913,0.04526013868357229,0.20737184845269013,0.39233976426918454,0.05559876947191847,0.3873983579532596,0.33496798283049656,0.01708512481407135,0.3986856579726207,0.2435556336024057,0.035350334700031905,0.36332393656647305,0.2139029592104219,0.018828170277939506,0.35686809235323513,0.22518621945892517,0.02233998536752252
2020.0,2,0.25,0.19873057699507238,0.05028493978375159,0.22973083238406236,0.42451776828638293,0.15179440361895988,0.40031524291711384,0.2996906327216369,0.02230754048195952,0.4044692861285834,0.24839808965073795,0.033154315115610185,0.3627491251380748,0.21715937278024483,0.02101902110147868,0.3546064371699184,0.23510371531823943,0.030753483342052496
2020.0,3,0.07,0.4473219389319458,0.07948643349941859,0.2620303290138399,0.38327242503240566,0.018409977254162643,0.41322830577814185,0.2528283553232707,0.05885025348752405,0.4102952346733003,0.2499213683517235,0.025578751956044327,0.3622410171902252,0.3029940369075487,0.05004527288671417,0.35236549203663825,0.30650256659207403,0.039208295614364376
2020.0,4,-0.31,0.4786777748970443,0.03840598036054889,0.29935238674561154,0.4377688185194672,0.032783428855523315,0.4261658611935553,0.23886321177375863,0.07228534764441832,0.4161674739284007,0.3059754330125081,0.04071345646229866,0.36180149662627514,0.4734799144801461,0.05236056416221663,0.35014700235749197,0.4125699115515989,0.05241461108300594
2020.0,5,-0.38,0.39146595596215866,0.0546955417182293,0.3375103521550143,0.3691657810363236,0.06612128642344531,0.4391634527640049,0.20101136992515503,0.07637469128607396,0.4220919022386119,0.27999330968038816,0.021122484943461382,0.3614329426235691,0.47252255128833737,0.027260255366550818,0.34795289093639536,0.37569036859258337,0.0333378011730324
2020.0,6,0.26,0.38188544157845405,0.11253090102361755,0.3737355718909039,0.324484278014804,0.01571969525486245,0.45226701810369224,0.15800622546929663,0.02480781201499712,0.42807723514736445,0.3182229632716961,0.013437823068729307,0.3611386090024622,0.7257853092935336,0.026702524345420784,0.3457854246193839,0.41719729514753284,0.06618565129681281
2020.0,7,0.36,0.4743024838966049,0.08286788706051426,0.4159434010818353,0.32164974239971106,0.020062962948968564,0.46553016523474755,0.2140858967056981,0.07654868626746938,0.4341347067061195,0.29435586777703476,0.024576520844061252,0.3609225674039429,0.4917369996373079,0.07406789153157604,0.3436471951543492,0.3968893197616164,0.030658715736694202
2020.0,8,0.24,0.3707475882029282,0.05705049859615828,0.45570106577846137,0.35708854119032196,0.07029206203443933,0.4790056980768674,0.31745337888128855,0.11811748768049722,0.4402762763342904,0.7202976344830571,0.03816813733842061,0.3607890536397631,0.5051761680553533,0.050365025285770755,0.34154084074134544,0.4198022835920593,0.007581708281722798
2020.0,9,0.64,0.22475000756763644,0.03931742447041021,0.49615820444429687,0.3858361425823273,0.08444321102065724,0.4927433996186617,0.29187371875129076,0.12310922352020157,0.44651396986878616,0.7148351298755373,0.09791343896416609,0.3607422254749476,0.6719039042288036,0.11861663423094569,0.339468941154473,0.4504846202453753,0.00241669107167951
