Ano,Mes,ICE_s_0.0,ICE_pred_s_0.0,Erro_s__s_0.0,ICE_s_0.05,ICE_pred_s_0.05,Erro_s__s_0.05,ICE_s_0.1,ICE_pred_s_0.1,Erro_s__s_0.1,ICE_s_0.15,ICE_pred_s_0.15,Erro_s__s_0.15,ICE_s_0.2,ICE_pred_s_0.2,Erro_s__s_0.2,ICE_s_0.25,ICE_pred_s_0.25,Erro_s__s_0.25
2019,12,95.9,93.82783679512137,2.5153861085960583,93.77064598805504,92.19049312033124,0.9117727454985334,94.56892960882821,92.78168947467027,0.7476024344320737,94.4288439473433,94.04292141008227,0.2177300913589416,93.88067218049521,91.38530840394357,1.710831343195673,93.5845856779362,94.12846192206328,0.21534485525446834
2020,1,96.4,91.81821308015813,2.3984598799639882,92.95875395461329,93.37569584775817,1.0611477043180737,94.6388340866946,93.98889743669416,0.9538630310200246,94.35711210458975,93.58281294174088,0.28708144861901835,93.87428681727044,86.07916594045302,3.2502244844282506,93.65453672483412,94.07877477436308,0.4806173042728643
2020,2,95.8,84.4013549504581,1.6539302171962016,91.8846207746532,89.9818824481232,2.192857618661327,94.7329500645515,94.49890826016272,0.6283294011170343,94.27874096050829,93.19297614160709,0.667433275698797,93.8675535946103,84.91592030372732,0.8292410868614537,93.72236415476817,90.6610076073235,2.321180147572046
2020,3,89.6,97.1168105333717,1.1243946789569539,90.9071286229636,92.59102688705714,0.7982586707228957,94.804049938031,94.11585571432899,0.9774372910784213,94.20210555062295,92.38609172161652,0.42266865956344857,93.86010549819632,88.71511915939693,1.2703389529477733,93.78792863969215,85.38209341469206,2.249225281816056
2020,4,55.9,75.80421945197098,2.6001966741002813,89.84158460640806,84.51568562056777,1.8839287664636015,94.82091401760489,91.69530751004528,0.29979615312682584,94.12743318897594,90.28958250489968,2.316665849009768,93.85163516208962,91.39403564345315,0.9135297133521184,93.85110490062857,96.68373541349202,5.940207198272378
2020,5,65.6,74.80716285334094,1.9729314158230098,88.6579650596382,83.16680047076125,1.2419901441447612,94.78155857131053,91.51216969681035,1.2343388590917028,94.05412735040895,91.26186376137517,2.011113813368837,93.84198255223092,92.70045564527553,0.511214538173408,93.91182089819897,89.72682518918874,11.954517093294742
2020,6,80.4,82.42859944341258,2.50913164704707,88.17430694211554,89.80342400993005,4.413425676707491,94.69055884089343,90.73830501501217,0.7902067000306842,93.98168661834826,91.91007676579105,2.0846028584224885,93.83104648940633,90.25881206049105,2.5559631149029913,93.97002883853918,89.14273020352591,6.355198056106969
2020,7,87.4,83.79573076374339,0.8435686856191353,89.07020383339122,91.10917937889056,2.0890047501743934,94.51578004140146,92.85982200467315,2.045254826624701,93.90976008120118,91.00568144595978,0.6275773832335799,93.81875527728901,80.53890652493035,5.376318159280761,94.02570038548889,92.0620382075794,4.091054335144096
2020,8,94.4,96.79634292874225,0.8114449514855149,89.53065082769679,94.84902344866858,1.1728645242045128,94.36746590134813,99.10070227728251,1.3820718686865454,93.83818744758138,84.45858760515084,10.89537996628795,93.80509531372121,88.65244913804162,3.272225854723989,94.07885552072796,93.01588204961101,1.9170558069209271
2020,9,97.5,94.10949683357848,0.8278705286293906,90.32411081414338,94.39755736239059,1.2284233631360337,94.2399813517294,95.05763744809249,2.1791955134085983,93.76711234031107,87.82638215247833,5.898339416317514,93.79015927853966,89.90463604591541,2.0472557954266994,94.12957165576873,93.91989026135123,0.5668010135649902
2020,10,97.1,97.40041373689317,1.036092916242997,91.4244256928073,94.24634093406561,1.070424538514829,94.12629605483376,94.1038361475189,0.9488718545363619,93.69658028119142,90.26137009392902,2.717150134301461,93.7740247518146,91.91174871121272,0.9912524374288473,94.17792660053017,94.00956938298845,0.44210363707182404
2020,11,95.5,86.28592780697623,2.761233601907349,92.51084407538151,90.45311259893354,4.438604976920963,94.02005489099764,95.05799606254041,0.7609331279815172,93.62629939850646,91.71145705879013,1.1875359000656467,93.75666904575901,92.65879710840741,1.0498148682890862,94.22395928213201,94.05308599049509,0.1769550548844091
2020,12,95.1,91.75692782079406,3.8111063959267137,93.62604537305064,92.98887224807477,2.1856596692147883,93.91543231035159,86.47752939500297,0.9376555820960779,93.55569422931497,92.27165235081442,0.5703897177747007,93.73797578245924,93.30212558352054,0.3994387096216941,94.26767137105426,94.055345218487,0.11245570839464185
2021,1,92.9,86.01574189210119,0.36683380407436705,92.86722738657068,86.63099500688587,2.605080041787432,93.80744496080594,87.57343787568144,0.29271801167404216,93.48403883062315,92.4692578697995,0.36127194252983874,93.71777449685224,93.69082919597811,0.14958351308996465,94.30904476520658,93.98043994634662,0.04944846988017449
2021,2,91.1,86.26781450578098,0.22351923525798548,91.88605361316603,86.32222066958676,1.2702398135244388,93.69211870526549,87.13034222764426,0.8184250355347382,93.41056079179812,92.35726660934105,0.12733422963430083,93.69587245556947,93.90494085675851,0.14315896689994365,94.34805531579815,93.89897530763434,0.04115590060107871
2021,3,85.5,89.32526848959635,0.6472807034020129,90.80021662801938,89.44620728367876,0.9554195789408129,93.56728702237153,90.03333383412358,0.5862055449773268,93.33466588582887,92.11664374906553,0.0569287452023683,93.67212280146849,94.1723897062115,0.09065387665456091,94.38470137332817,93.81661056765354,0.033394425258328225
2021,4,89.8,88.47203327200087,0.783221871345278,89.66298475068949,90.60817812359828,1.1007712610742233,93.4328106362463,90.4373226574999,0.5077388893346907,93.25612684005188,91.64188103128463,0.04961879435971873,93.64649175819734,94.36734466581585,0.08877505870821457,94.41903309253381,93.71519853479495,0.05483322294122075
