Indice,Nd,Regressao,tsw,Ano,Mes,Real,Previsto,Real-Previsto,Real-Previsto(%),Erro,EQM(%)
IBC_BR,1,rf,0,2020,10,136.63,142.61838500000002,-5.988385000000022,4.3829210275927855,1.814986082391524,4.579806764292793
IBC_BR,1,rf,0,2020,11,137.46,140.7487200000001,-3.2887200000000973,2.3924923614143,0.9675801406601607,2.4938913550473845
IBC_BR,1,rf,0,2020,12,138.17,138.143195,0.02680499999999597,0.019400014474919285,0.9999014123777509,0.723934745085122
IBC_BR,1,rf,0,2021,1,139.01,145.62070000000017,-6.610700000000179,4.7555571541617,0.22940258063070254,4.7584196339185
IBC_BR,1,rf,0,2021,2,141.31,145.32780500000007,-4.017805000000067,2.843255962069257,0.6493364747764298,2.880148570462193
IBC_BR,1,rf,0,2021,3,139.04,143.59351500000005,-4.553515000000061,3.274967635212932,1.100966736679692,3.369334495359201
IBC_BR,1,rf,0,2021,4,139.65,141.58631000000014,-1.9363100000001339,1.3865449337630746,1.0630676182162282,1.5817676139541885
ICE,0,rf,0,2019,6,93.5,92.07015000000003,1.4298499999999734,1.5292513368983673,2.2983888547197666,2.8950317613647685
ICE,0,rf,0,2019,7,94.6,92.41720000000004,2.1827999999999577,2.3073995771669744,1.2568179502219305,2.662548594224094
ICE,0,rf,0,2019,8,94.4,93.15550000000005,1.2444999999999595,1.3183262711863977,0.6131711425042748,1.4696577070985322
ICE,0,rf,0,2019,9,94.6,83.27974999999998,11.320250000000016,11.966437632135325,2.578554922335387,12.272950594159031
ICE,0,rf,0,2019,10,94.4,84.21589999999996,10.184100000000043,10.788241525423773,2.8549019230089283,11.204120083847535
ICE,0,rf,0,2019,11,94.9,93.61150000000002,1.2884999999999849,1.35774499473128,0.6123375294721023,1.503267312895832
ICE,0,rf,0,2019,12,95.9,94.43435000000002,1.4656499999999824,1.5283107403545175,0.4489905650456336,1.598415476719628
ICE,0,rf,0,2020,1,96.4,93.95219999999998,2.4478000000000293,2.539211618257292,0.30288819719494,2.5585771220239772
ICE,0,rf,0,2020,2,95.8,93.78519999999999,2.014800000000008,2.1031315240083592,0.8347398756498999,2.2764860222957632
ICE,0,rf,0,2020,3,89.6,93.57794999999999,-3.9779499999999928,4.439676339285707,1.9836430494169084,4.961050606084464
ICE,0,rf,0,2020,4,55.9,83.29290000000006,-27.39290000000006,49.00339892665485,3.521556146080877,49.406678333275266
ICE,0,rf,0,2020,5,65.6,84.74785,-19.147850000000005,29.18879573170733,4.090447130510292,29.847386477961606
ICE,0,rf,0,2020,6,80.4,90.80940000000001,-10.409400000000005,12.947014925373141,1.959096358018151,13.174317404500622
ICE,0,rf,0,2020,7,87.4,91.90395000000004,-4.503950000000032,5.153260869565254,1.8279598046729617,5.561512047875077
ICE,0,rf,0,2020,8,94.4,94.89425000000003,-0.4942500000000223,0.5235699152542609,0.3362134552631692,0.6332252410930322
ICE,0,rf,0,2020,9,97.5,89.53089999999997,7.969100000000026,8.173435897435924,2.3285246809943745,8.515203991320886
ICE,0,rf,0,2020,10,97.1,94.93569999999997,2.1643000000000256,2.2289392378990995,0.3656030771205401,2.2605174428797623
ICE,0,rf,0,2020,11,95.5,94.71669999999996,0.7833000000000396,0.8202094240838111,0.7496141073912732,1.1352833995298008
ICE,0,rf,0,2020,12,95.1,94.12599999999998,0.974000000000018,1.0241850683491251,0.8128335622991985,1.3339760348659133
ICE,0,rf,0,2021,1,92.9,91.59210000000007,1.3078999999999326,1.4078579117329735,3.8827404870787015,4.410232314279961
ICE,0,rf,0,2021,2,91.1,88.62680000000003,2.473199999999963,2.714818880351222,2.165006688211383,3.6080566854619223
ICE,0,rf,0,2021,3,85.5,89.60990000000012,-4.109900000000124,4.806900584795467,1.3066280228129379,5.043981495265403
ICE,0,rf,0,2021,4,89.8,91.2006500000001,-1.4006500000000983,1.559743875278506,3.07741354508948,3.7652200792421597
ICE,0,rf,0,2021,5,97.7,91.14105000000002,6.558949999999982,6.7133572159672275,2.117832440846075,7.054646836461755
ICE,1,rf,0,2019,6,93.5,81.83125000000001,11.668749999999989,12.47994652406416,2.8967062307903846,12.858739223252853
ICE,1,rf,0,2019,7,94.6,96.19980000000007,-1.599800000000073,1.6911205073996545,2.428345704383963,3.0739519504192265
ICE,1,rf,0,2019,8,94.4,84.76990000000002,9.630099999999985,10.20137711864405,3.0746389690498677,10.70870476843197
ICE,1,rf,0,2019,9,94.6,85.68485,8.915149999999997,9.424048625792809,3.1923202106774955,10.010007543910591
ICE,1,rf,0,2019,10,94.4,80.51984999999998,13.880150000000029,14.70354872881359,4.227193493028234,15.37031111902174
ICE,1,rf,0,2019,11,94.9,88.69999999999996,6.2000000000000455,6.533192834562746,1.9677375079008852,6.854338022029759
ICE,1,rf,0,2019,12,95.9,92.53135000000003,3.368649999999974,3.5126694473409525,2.081119897435046,4.12894096472418
ICE,1,rf,0,2020,1,96.4,93.3792,3.0208000000000084,3.1336099585062325,1.388659915170023,3.448855630999753
ICE,1,rf,0,2020,2,95.8,85.1573,10.64269999999999,11.109290187891432,3.3664610364595036,11.651818923181073
ICE,1,rf,0,2020,3,89.6,95.55575000000005,-5.955750000000052,6.647042410714343,3.208665390392124,7.55032769781081
ICE,1,rf,0,2020,4,55.9,75.93680000000006,-20.036800000000063,35.844007155635175,2.5364953301750823,36.13007456680833
ICE,1,rf,0,2020,5,65.6,74.8647,-9.264700000000005,14.123018292682934,3.730961995250042,15.225197632502718
ICE,1,rf,0,2020,6,80.4,83.95044999999998,-3.5504499999999695,4.415982587064638,3.8443267872932116,6.508736730237579
ICE,1,rf,0,2020,7,87.4,85.10219999999995,2.297800000000052,2.6290617848970843,2.5320591541273583,3.912174954130142
ICE,1,rf,0,2020,8,94.4,98.20845,-3.8084499999999935,4.034374999999993,1.66468686169501,4.402942244966082
ICE,1,rf,0,2020,9,97.5,93.51804999999999,3.981950000000012,4.084051282051295,2.0806842738628113,4.607990983855979
ICE,1,rf,0,2020,10,97.1,97.17245,-0.07245000000000346,0.07461380020597679,1.0382417577327514,1.071850175496347
ICE,1,rf,0,2020,11,95.5,87.19474999999998,8.305250000000015,8.69659685863876,2.619617908684377,9.118944558381221
ICE,1,rf,0,2020,12,95.1,92.82379999999999,2.276200000000003,2.393480546792853,2.1672090715941614,3.304847249868458
ICE,1,rf,0,2021,1,92.9,86.09705000000001,6.802949999999996,7.322874058127013,0.7007848082685381,7.36162469124425
ICE,1,rf,0,2021,2,91.1,85.57430000000002,5.525699999999972,6.065532381997774,0.6250630448202809,6.104216195994217
ICE,1,rf,0,2021,3,85.5,88.09115000000006,-2.591150000000056,3.0305847953217024,1.4446699718275164,3.4697892294700994
ICE,1,rf,0,2021,4,89.8,87.79460000000007,2.0053999999999235,2.233184855233768,1.3184795940780034,2.6726098737904556
ICE,1,rf,0,2021,5,97.7,87.39260000000004,10.307399999999959,10.55005117707263,0.8650526226768092,10.587140477486571
IE_E,0,rf,0,2019,3,97.8,87.91320000000005,9.886799999999951,10.10920245398768,2.8429154155549745,10.518832966496463
IE_E,0,rf,0,2019,4,98.0,95.32814999999997,2.6718500000000347,2.7263775510204433,0.8497502147690208,2.8609409613080183
IE_E,0,rf,0,2019,5,95.4,97.08000000000001,-1.6800000000000068,1.761006289308183,0.651663870411732,1.8888486931971586
IE_E,0,rf,0,2019,6,95.6,95.76354999999998,-0.16354999999998654,0.17107740585772652,1.5613235563136754,1.6421194441057756
IE_E,0,rf,0,2019,7,96.8,96.29575000000003,0.5042499999999706,0.5209194214875729,0.38743707553615214,0.6569269623484619
IE_E,0,rf,0,2019,8,96.7,95.87675000000006,0.8232499999999447,0.8513443640123525,0.7136866872094192,1.1267179468041824
IE_E,0,rf,0,2019,9,97.8,86.25110000000004,11.54889999999996,11.808691206543926,2.5374687170485624,12.090362750450137
IE_E,0,rf,0,2019,10,97.9,88.68495000000004,9.215049999999962,9.412717058222638,2.4214383839982614,9.732258105338232
IE_E,0,rf,0,2019,11,99.1,96.22975,2.8702499999999986,2.8963168516649835,0.5848238089373361,2.9558265598598
IE_E,0,rf,0,2019,12,100.1,97.98009999999998,2.1199000000000154,2.117782217782233,0.9047218854432552,2.302583032350777
IE_E,0,rf,0,2020,1,100.8,97.69775000000003,3.1022499999999695,3.077628968253938,0.39835372158424137,3.102898149894477
IE_E,0,rf,0,2020,2,101.3,97.43719999999999,3.862800000000007,3.813228035538013,1.7343902847975043,4.17996482750213
IE_E,0,rf,0,2020,3,86.7,95.18660000000001,-8.48660000000001,9.788465974625156,2.2811708704084257,10.13591618290076
IE_E,0,rf,0,2020,4,50.3,85.21059999999997,-34.910599999999974,69.40477137176934,3.851936011929595,69.82597007176462
IE_E,0,rf,0,2020,5,62.6,84.57575,-21.975749999999998,35.10503194888179,3.520386141817409,35.552614115257406
IE_E,0,rf,0,2020,6,82.9,94.56835000000001,-11.668350000000004,14.075211097708085,1.1466591592535356,14.143011142104806
IE_E,0,rf,0,2020,7,90.0,94.02459999999999,-4.024599999999992,4.47177777777777,1.8395106251392066,4.916739421935008
IE_E,0,rf,0,2020,8,96.6,99.25965,-2.659649999999999,2.7532608695652168,0.6067337369060853,2.82399378531278
IE_E,0,rf,0,2020,9,101.4,92.87710000000001,8.522899999999993,8.405226824457586,2.7569262939005075,8.834027946358898
IE_E,0,rf,0,2020,10,98.3,98.47630000000005,-0.17630000000005452,0.1793489318413576,0.3317319851928722,0.3821666346090725
IE_E,0,rf,0,2020,11,94.2,98.48714999999997,-4.2871499999999685,4.551114649681495,1.068719339911075,4.6903927125407066
IE_E,0,rf,0,2020,12,94.5,98.35680000000005,-3.8568000000000495,4.081269841269894,0.8067306613734593,4.169596933846907
IE_E,0,rf,0,2021,1,92.7,91.39295000000001,1.3070499999999896,1.4099784250269576,3.855300059333904,4.391410503424736
IE_E,0,rf,0,2021,2,91.8,87.52440000000001,4.275599999999983,4.657516339869263,2.2383415601735064,5.25715422807747
IE_E,1,rf,0,2019,3,97.8,78.25670000000011,19.54329999999989,19.98292433537821,2.905671232262852,20.202581713798114
IE_E,1,rf,0,2019,4,98.0,97.64090000000004,0.35909999999995534,0.36642857142852586,1.6363788650554103,1.7095076147479733
IE_E,1,rf,0,2019,5,95.4,86.55474999999998,8.845250000000021,9.271750524109036,3.208502156380758,9.862886899420559
IE_E,1,rf,0,2019,6,95.6,82.49625000000002,13.103749999999977,13.706851464435124,3.32016678609671,14.139991228247858
IE_E,1,rf,0,2019,7,96.8,98.39800000000002,-1.5980000000000274,1.65082644628102,1.2773057190821688,2.1133833604020253
IE_E,1,rf,0,2019,8,96.7,86.15880000000006,10.541199999999947,10.900930713546996,3.396222366100301,11.452741777087045
IE_E,1,rf,0,2019,9,97.8,88.22315000000008,9.576849999999922,9.792280163599102,3.2625288853127303,10.344907301748464
IE_E,1,rf,0,2019,10,97.9,84.08805000000005,13.811949999999953,14.108222676200155,4.89811280469324,14.969093257401973
IE_E,1,rf,0,2019,11,99.1,92.18535000000003,6.914649999999966,6.977447023208846,1.1909674334338272,7.080187180153982
IE_E,1,rf,0,2019,12,100.1,96.77890000000005,3.3210999999999444,3.3177822177821623,0.8738280093931566,3.4307039177881893
IE_E,1,rf,0,2020,1,100.8,95.67279999999998,5.127200000000016,5.086507936507953,1.4373615272435816,5.282604234834327
IE_E,1,rf,0,2020,2,101.3,84.76765000000002,16.53234999999998,16.320187561697907,4.492976288330466,16.91214239547333
IE_E,1,rf,0,2020,3,86.7,97.30420000000007,-10.604200000000063,12.230911188004685,1.3488404501645261,12.329459242554272
IE_E,1,rf,0,2020,4,50.3,79.00534999999995,-28.705349999999953,57.06829025844922,3.548862610400691,57.50276794627042
IE_E,1,rf,0,2020,5,62.6,74.19944999999996,-11.599449999999955,18.529472843450407,3.3272991671173675,19.276733194058394
IE_E,1,rf,0,2020,6,82.9,83.24975000000006,-0.34975000000005707,0.42189384800971896,2.4537252673231325,2.989778439405657
IE_E,1,rf,0,2020,7,90.0,88.79305,1.2069500000000062,1.3410555555555623,2.2278016625139747,2.81526450964369
IE_E,1,rf,0,2020,8,96.6,100.45660000000012,-3.856600000000128,3.992339544513591,0.7765941282291714,4.072477714565088
IE_E,1,rf,0,2020,9,101.4,97.39525000000003,4.004749999999973,3.949457593688336,2.298571096899125,4.5537630615617255
IE_E,1,rf,0,2020,10,98.3,99.30070000000003,-1.0007000000000374,1.018006103764026,0.7779921657703025,1.2894667123764318
IE_E,1,rf,0,2020,11,94.2,89.18575000000001,5.01424999999999,5.322983014861985,4.244037981392239,6.973686998974917
IE_E,1,rf,0,2020,12,94.5,97.6007,-3.1007000000000033,3.281164021164025,1.7549436201770237,3.7702513617102458
IE_E,1,rf,0,2021,1,92.7,85.78589999999997,6.914100000000033,7.45857605177997,1.4455837886473126,7.619852513696139
IE_E,1,rf,0,2021,2,91.8,86.02150000000002,5.77849999999998,6.294662309368169,1.5417259321941472,6.514851674995968
IPCA,0,rf,0,2019,6,0.01,0.36435000000000006,-0.35435000000000005,3543.5,0.06311120740407371,3599.2630773534747
IPCA,0,rf,0,2019,7,0.19,0.26006500000000005,-0.07006500000000004,36.87631578947371,0.10884811103092241,68.13099550481016
IPCA,0,rf,0,2019,8,0.11,0.26727500000000004,-0.15727500000000005,142.97727272727278,0.1334268858776222,187.4980099067942
IPCA,0,rf,0,2019,9,-0.04,0.6163299999999999,-0.65633,1640.8249999999998,0.1158977096408724,1666.2107984885943
IPCA,0,rf,0,2019,10,0.1,0.4734350000000001,-0.3734350000000001,373.43500000000006,0.1285655874446968,394.94659069296955
IPCA,0,rf,0,2019,11,0.51,0.19080499999999997,0.319195,62.58725490196079,0.06673672508446911,63.94058375298758
IPCA,0,rf,0,2019,12,1.15,0.236355,0.9136449999999999,79.44739130434783,0.057296068582407926,79.60346077818411
IPCA,0,rf,0,2020,1,0.21,0.18305999999999994,0.026940000000000047,12.82857142857145,0.07462156792777812,37.77887086587195
IPCA,0,rf,0,2020,2,0.25,0.24529,0.004709999999999992,1.8839999999999968,0.04058160790308832,16.341608243988716
IPCA,0,rf,0,2020,3,0.07,0.569565,-0.499565,713.6642857142856,0.09144303294948168,725.5216525833993
IPCA,0,rf,0,2020,4,-0.31,0.49340499999999954,-0.8034049999999995,259.1629032258063,0.0527099371560998,259.72007894436615
IPCA,0,rf,0,2020,5,-0.38,0.4625849999999998,-0.8425849999999998,221.73289473684204,0.11234270014113054,223.6951025985879
IPCA,0,rf,0,2020,6,0.26,0.35136,-0.09136,35.138461538461534,0.06510080183837978,43.1468594371588
IPCA,0,rf,0,2020,7,0.36,0.4332649999999999,-0.07326499999999991,20.351388888888867,0.08304991435877569,30.763244287202085
IPCA,0,rf,0,2020,8,0.24,0.36634999999999984,-0.12634999999999985,52.64583333333327,0.08473174434649614,63.387847974460556
IPCA,0,rf,0,2020,9,0.64,0.23720000000000013,0.4027999999999999,62.93749999999998,0.04480573623990578,63.32567769142406
IPCA,0,rf,0,2020,10,0.86,0.20235499999999998,0.657645,76.47034883720931,0.0755879717613854,76.97380092560428
IPCA,0,rf,0,2020,11,0.89,0.2794550000000001,0.6105449999999999,68.6005617977528,0.060430956264153256,68.93577527114135
IPCA,0,rf,0,2020,12,1.35,0.3568199999999997,0.9931800000000004,73.56888888888892,0.10280981762458287,73.96200303537026
IPCA,0,rf,0,2021,1,0.25,0.8946499999999993,-0.6446499999999993,257.85999999999973,0.1554607876604254,265.2520850813427
IPCA,0,rf,0,2021,2,0.86,0.8533999999999997,0.006600000000000272,0.767441860465148,0.18863615242047274,21.947857846145506
IPCA,0,rf,0,2021,3,0.93,0.8647199999999995,0.06528000000000056,7.019354838709738,0.08377009370891236,11.419591253653033
IPCA,0,rf,0,2021,4,0.31,0.8729300000000002,-0.5629300000000002,181.5903225806452,0.045464316777006755,182.1815965763651
IPCA,0,rf,0,2021,5,0.83,0.5782050000000001,0.2517949999999999,30.336746987951795,0.12414743442778042,33.82374445236973
IPCA,1,rf,0,2019,6,0.01,0.5151949999999997,-0.5051949999999997,5051.949999999997,0.07506262368849095,5107.410160737042
IPCA,1,rf,0,2019,7,0.19,0.461625,-0.271625,142.96052631578948,0.05875089680166593,146.26637607489664
IPCA,1,rf,0,2019,8,0.11,0.816734999999999,-0.706734999999999,642.4863636363627,0.18215686172911477,663.4840936766927
IPCA,1,rf,0,2019,9,-0.04,0.8562949999999994,-0.8962949999999994,2240.7374999999984,0.22897213252926615,2312.699943383272
IPCA,1,rf,0,2019,10,0.1,0.8645100000000003,-0.7645100000000004,764.5100000000003,0.1199129513438813,773.8569997098949
IPCA,1,rf,0,2019,11,0.51,0.2936700000000001,0.2163299999999999,42.41764705882351,0.08903376943609648,45.86964840030441
IPCA,1,rf,0,2019,12,1.15,0.3712949999999998,0.7787050000000001,67.71347826086958,0.06772574455109359,67.96909413868944
IPCA,1,rf,0,2020,1,0.21,0.4264149999999999,-0.21641499999999989,103.05476190476186,0.06621920623957979,107.77110570319756
IPCA,1,rf,0,2020,2,0.25,0.6014349999999998,-0.35143499999999983,140.57399999999993,0.13920687222619424,151.20058862319274
IPCA,1,rf,0,2020,3,0.07,0.6065250000000002,-0.5365250000000001,766.4642857142859,0.10903429678316838,782.1315113332339
IPCA,1,rf,0,2020,4,-0.31,0.4259599999999997,-0.7359599999999997,237.4064516129031,0.0959121754523376,239.41401472647863
IPCA,1,rf,0,2020,5,-0.38,0.38294999999999985,-0.7629499999999998,200.7763157894736,0.11355228971711659,202.9878660251952
IPCA,1,rf,0,2020,6,0.26,0.6162849999999997,-0.35628499999999974,137.0326923076922,0.10492383082503237,142.85135833068952
IPCA,1,rf,0,2020,7,0.36,0.482585,-0.122585,34.05138888888889,0.10983933846759983,45.72104300153425
IPCA,1,rf,0,2020,8,0.24,0.26427999999999985,-0.024279999999999857,10.116666666666607,0.0598253842444827,26.901940631155608
IPCA,1,rf,0,2020,9,0.64,0.49618499999999977,0.14381500000000025,22.471093750000037,0.09799236335041615,27.191656246606144
IPCA,1,rf,0,2020,10,0.86,0.5070449999999997,0.35295500000000024,41.04127906976747,0.0695569369293962,41.83064175024606
IPCA,1,rf,0,2020,11,0.89,0.5381899999999998,0.3518100000000002,39.52921348314609,0.1572231118506435,43.2969889410009
IPCA,1,rf,0,2020,12,1.35,0.5471799999999998,0.8028200000000003,59.46814814814817,0.13385093051600333,60.28901694161226
IPCA,1,rf,0,2021,1,0.25,0.9091949999999999,-0.6591949999999999,263.67799999999994,0.12894865441329714,268.67550792731356
IPCA,1,rf,0,2021,2,0.86,0.8409899999999999,0.019010000000000082,2.2104651162790794,0.12773012134966405,15.015929886342045
IPCA,1,rf,0,2021,3,0.93,0.8916499999999996,0.03835000000000044,4.123655913978542,0.05317861882373393,7.0499333950108864
IPCA,1,rf,0,2021,4,0.31,0.8697050000000006,-0.5597050000000006,180.55000000000018,0.039645850665611986,181.00237737097225
IPCA,1,rf,0,2021,5,0.83,0.7796550000000005,0.05034499999999942,6.06566265060234,0.10571906391469786,14.107780123347135
EPU,0,rf,0,2019,6.0,146.9916077,199.53533460107002,-52.543726901070016,35.74607266580024,39.66199058262537,44.78656365812416
EPU,0,rf,0,2019,7.0,79.83703613,200.55051182388004,-120.71347569388004,151.19984601798123,24.954778769495277,154.396899574332
EPU,0,rf,0,2019,8.0,161.1781158,173.91780144713,-12.739685647129988,7.904103844307373,32.27811300146176,21.5297476573929
EPU,0,rf,0,2019,9.0,187.5530548,221.71058983437993,-34.15753503437992,18.212198714014182,24.439739793843877,22.393905226115915
EPU,0,rf,0,2019,10.0,178.1993713,237.25611745514,-59.05674615513999,33.140827447543295,25.03838137384188,35.996368472341885
EPU,0,rf,0,2019,11.0,171.0523834,169.14514551039503,1.9072378896049713,1.1150022301326037,19.588742275213555,11.50604920640478
EPU,0,rf,0,2019,12.0,183.1856079,152.83439325556006,30.35121464443995,16.568558519623718,20.862656623466442,20.105274738638755
EPU,0,rf,0,2020,1.0,130.7153625,169.71348280928498,-38.998120309284985,29.834381792182217,19.474690970857516,33.3475196706719
EPU,0,rf,0,2020,2.0,232.2531891,143.93694696317505,88.31624213682494,38.02584691261187,15.550220457955392,38.61078956915492
EPU,0,rf,0,2020,3.0,368.8998413,199.43460513941997,169.46523616058002,45.938007336459115,22.231942829539157,46.33162908642955
EPU,0,rf,0,2020,4.0,312.1482849,257.86958815662507,54.27869674337495,17.388753797178065,36.634397792442215,20.97873997422337
EPU,0,rf,0,2020,5.0,308.7680969,252.45885975020997,56.30923714979002,18.236740685041294,34.021203331553245,21.306879897883675
EPU,0,rf,0,2020,6.0,115.9407883,296.7868392074601,-180.8460509074601,155.9813880508695,34.40538720277129,158.7790820837704
EPU,0,rf,0,2020,7.0,170.9839478,186.77050261122992,-15.786554811229905,9.232770101726418,20.63235647560534,15.193835261895138
EPU,0,rf,0,2020,8.0,263.1350098,136.8380004072251,126.29700939277487,47.99703752410937,12.840384520257901,48.244458448502364
EPU,0,rf,0,2020,9.0,227.6854248,268.09970300301995,-40.41427820301996,17.750050640492276,40.157457082727554,25.02273031543853
EPU,0,rf,0,2020,10.0,345.43573,155.6056938145701,189.8300361854299,54.953793050136966,15.520186460431127,55.13715437857121
EPU,0,rf,0,2020,11.0,265.0497437,217.23865332042,47.81109037958001,18.038534847140095,25.808685625474897,20.498871387970663
EPU,0,rf,0,2020,12.0,324.883728,197.50803410804,127.37569389196003,39.20654773204277,29.386230511440747,40.23640365644532
EPU,0,rf,0,2021,1.0,204.1461182,135.84392030651497,68.30219789348502,33.4575050927836,22.910923581489868,35.28960229467581
EPU,0,rf,0,2021,2.0,201.5782471,153.721623171885,47.856623928115,23.74096640714116,12.561156969498997,24.54513993082864
EPU,0,rf,0,2021,3.0,184.384201,181.58792844194502,2.796272558054966,1.516546723032396,13.833005584014083,7.654019186271121
EPU,0,rf,0,2021,4.0,143.5060425,159.67359385506006,-16.167551355060056,11.266111916548779,17.211143860146368,16.45494106057268
EPU,0,rf,0,2021,5.0,118.7552872,157.002324371645,-38.24703717164499,32.20659734267814,17.17167334061524,35.303657086041184
EPU,1,rf,0,2019,6.0,146.9916077,222.41579058808992,-75.42418288808992,51.31189737173676,34.70842956054961,56.48417593375906
EPU,1,rf,0,2019,7.0,79.83703613,194.53310676806012,-114.69607063806012,143.6627362409829,20.101850356715584,145.85247283532365
